iter	Logloss
264	0.3605480822
265	0.360385341
266	0.3602228502
267	0.3601434027
268	0.3598753694
269	0.3596698691
270	0.3594358755
271	0.3592472463
272	0.3590995167
273	0.3588801352
274	0.3587185554
275	0.3585631159
276	0.3584326431
277	0.3582365484
278	0.3581048801
279	0.3579067277
280	0.3577981339
281	0.3576104097
282	0.357535997
283	0.3574800155
284	0.3573190287
285	0.3571827576
286	0.3570563842
287	0.3569420586
288	0.3567511244
289	0.3566535144
290	0.3565395813
291	0.3563225729
292	0.3560857475
293	0.355916091
294	0.3557824977
295	0.3556681745
296	0.3555645327
297	0.3553868806
298	0.3552666851
299	0.3551327094
300	0.3550519048
301	0.3549607545
302	0.3547960476
303	0.3546666357
304	0.3543949673
305	0.3542698905
306	0.3541400152
307	0.3540140505
308	0.3539350133
309	0.3537360031
310	0.3534478139
311	0.3533251075
312	0.353205624
313	0.353137471
314	0.3529669166
315	0.3528673054
316	0.3527493831
317	0.3526138137
318	0.3524992798
319	0.3524393856
320	0.352272997
321	0.3521976464
322	0.3521078302
323	0.3520191003
324	0.3518561294
325	0.3516613243
326	0.3515196999
327	0.3513713738
328	0.351244991
329	0.3510700169
330	0.3508528995
331	0.3506954718
332	0.3505672254
333	0.3504049683
334	0.3502722672
335	0.3501287791
336	0.3499009702
337	0.3498225836
338	0.3496900654
339	0.3495404273
340	0.3493315787
341	0.3491912148
342	0.349109841
343	0.3489494576
344	0.3488321217
345	0.3487165129
346	0.3486436469
347	0.3484764071
348	0.34835459
349	0.3481463893
350	0.3479908511
351	0.3478609643
352	0.3477110979
353	0.3475617372
354	0.3474431699
355	0.3472952258
356	0.3471515469
357	0.346963422
358	0.3468591192
359	0.3467320904
360	0.3465982604
361	0.3464781246
362	0.3463730637
363	0.3461693722
364	0.3460755569
365	0.3459165489
366	0.3457892955
367	0.3456550992
368	0.3455468621
369	0.3454200554
370	0.3452682118
371	0.3450200558
372	0.3449339845
373	0.3448366127
374	0.344659473
375	0.34455702
376	0.3444211944
377	0.3442967669
378	0.3441635448
379	0.3440319502
380	0.3438622262
381	0.3437553081
382	0.3436141036
383	0.3434837627
384	0.3433342505
385	0.3431690307
386	0.3430527808
387	0.3429124565
388	0.3428275054
389	0.3427325069
390	0.3425238851
391	0.3424023652
392	0.3422530321
393	0.3421226838
394	0.3419459921
395	0.3418218012
396	0.3417481442
397	0.3415860396
398	0.3413840422
399	0.3412899469
400	0.341143134
401	0.3410562114
402	0.340966379
403	0.3408645709
404	0.340726206
405	0.3405598297
406	0.3404003389
407	0.3403356977
408	0.3401051708
409	0.3399151996
410	0.3396633006
411	0.3394751595
412	0.3393927868
413	0.3392259047
414	0.3391028861
415	0.3388813134
416	0.3387434198
417	0.3385907702
418	0.3384660312
419	0.3383512763
420	0.3381853903
421	0.338095263
422	0.3380104773
423	0.3378808196
424	0.3376942931
425	0.3375146838
426	0.3373183555
427	0.337157212
428	0.3369793894
429	0.3367532569
430	0.3365388014
431	0.3363829783
432	0.3361909774
433	0.3360411807
434	0.3359099228
435	0.3358047907
436	0.3356697199
437	0.3355932719
438	0.3354435677
439	0.3353218252
440	0.3351825691
441	0.3350220509
442	0.3348927564
443	0.3348165603
444	0.3346499326
445	0.3345433131
446	0.3344150187
447	0.3342790171
448	0.3341355019
449	0.3340308669
450	0.3338774005
451	0.3336876032
452	0.3335320438
453	0.333421563
454	0.333246011
455	0.3331256123
456	0.3329699124
457	0.3328438667
458	0.3326936053
459	0.3325151971
460	0.3323097575
461	0.3321885055
462	0.3320800248
463	0.3318478934
464	0.3316685468
465	0.3314859364
466	0.3313597774
467	0.3312139331
468	0.3311261965
469	0.3309701858
470	0.3308629049
471	0.3307728532
472	0.330637964
473	0.330447528
474	0.330330252
475	0.3301979806
476	0.3300576113
477	0.3299004871
478	0.3298309869
479	0.3296081193
480	0.3295018115
481	0.3293228432
482	0.3292331673
483	0.3291304767
484	0.3289290439
485	0.3287871624
486	0.3286264424
487	0.3284729235
488	0.3283494675
489	0.3282055027
490	0.3279950909
491	0.3279050525
492	0.3277392371
493	0.3276676008
494	0.3275282989
495	0.3273087397
496	0.3271514032
497	0.3269538092
498	0.3268281282
499	0.3267280954
500	0.3266633169
501	0.3264265668
502	0.326254574
503	0.3261119665
504	0.3259584737
505	0.3258241291
506	0.325740032
507	0.3255556141
508	0.3254413333
509	0.3253672098
510	0.325263484
511	0.3250517649
512	0.3249320082
513	0.3247683279
514	0.3245890441
515	0.3245132709
516	0.3243491333
517	0.3241713673
518	0.3240198095
519	0.3238490412
520	0.3237391289
521	0.3236024671
522	0.3234754783
523	0.3233438816
524	0.3232407079
525	0.3231195803
526	0.3229238554
527	0.3228618679
528	0.3227440529
529	0.3226026284
530	0.3225266409
531	0.3224274325
532	0.3223267905
533	0.3221796796
534	0.322006939
535	0.3218634706
536	0.3217344197
537	0.3216286915
538	0.3215001114
539	0.3213196697
540	0.3211207027
541	0.3210504578
542	0.3208977522
543	0.3206725865
544	0.320573842
545	0.3204298914
546	0.3203454409
547	0.3201690181
548	0.3200716797
549	0.3198995783
550	0.3197440263
551	0.319613155
552	0.3195256897
553	0.3194058609
554	0.3192667474
555	0.3191793954
556	0.3190751799
557	0.3189993577
558	0.3188064115
559	0.3187328383
560	0.3186269434
561	0.3184358821
562	0.3182819892
563	0.3182201225
564	0.3180802158
565	0.3179998832
566	0.3178521405
567	0.317740535
568	0.3175241312
569	0.3174357285
570	0.3173488173
571	0.3172277308
572	0.3171019543
573	0.316938643
574	0.3168090304
575	0.3166032425
576	0.3164452616
577	0.3162761345
578	0.3161286933
579	0.316006912
580	0.3159004888
581	0.315744708
582	0.3156672948
583	0.3155399352
584	0.315379478
585	0.3152415097
586	0.3151512321
587	0.3150289509
588	0.3148805254
589	0.3148120035
590	0.3146481968
591	0.3144923183
592	0.3143680288
593	0.3142239163
594	0.3141124512
595	0.3139593701
596	0.3138653182
597	0.3137920012
598	0.3136741794
599	0.3135062329
600	0.3133930683
601	0.3132969028
602	0.3131597424
603	0.31301668
604	0.3128704927
605	0.312754297
606	0.3126146256
607	0.3125168962
608	0.3124318379
609	0.3123161578
610	0.3121911914
611	0.3120693969
612	0.3119190532
613	0.3117406842
614	0.3116491514
615	0.3115565313
616	0.3114830339
617	0.3114123611
618	0.3112702495
619	0.3111612104
620	0.3110197978
621	0.3109268171
622	0.310773311
623	0.3106525228
624	0.3105773996
625	0.3104651553
626	0.3103148741
627	0.3101363262
628	0.3100258272
629	0.3099555587
630	0.309892053
631	0.3097608935
632	0.3096289435
633	0.3095069645
634	0.3092711557
635	0.3091209165
636	0.3090144697
637	0.3089343588
638	0.3087838386
639	0.308641737
640	0.3085267944
641	0.3083516005
642	0.3082902816
643	0.3081789124
644	0.308055231
645	0.3079467819
646	0.3077822584
647	0.307684374
648	0.3075992182
649	0.3075232278
650	0.3073505951
651	0.3071813365
652	0.3070759026
653	0.3069897787
654	0.3069180046
655	0.3068251058
656	0.3067419969
657	0.3065818032
658	0.3064810758
659	0.3063785476
660	0.3062710167
661	0.3061842602
662	0.3059989834
663	0.3058476725
664	0.3057511387
665	0.3056550194
666	0.3055183828
667	0.3053794445
668	0.3052646983
669	0.3051398957
670	0.3050140454
671	0.3049147986
672	0.3047926409
673	0.3046629732
674	0.3046027144
675	0.3045422443
676	0.3044108612
677	0.3042559246
678	0.3041099811
679	0.3039710855
680	0.3038646785
681	0.3037251748
682	0.3035787579
683	0.3034467944
684	0.3033168387
685	0.3031622675
686	0.303066378
687	0.3029235575
688	0.3028067593
689	0.3026808856
690	0.3025747846
691	0.3024617795
692	0.3023531224
693	0.3021880305
694	0.3020901734
695	0.3020167564
696	0.3018835589
697	0.3017537807
698	0.3016906868
699	0.3015656305
700	0.3014417014
701	0.3012673331
702	0.3011866534
703	0.3010849724
704	0.30093893
705	0.3008380316
706	0.3007405964
707	0.3006438191
708	0.3004604494
709	0.3003485919
710	0.30022457
711	0.3001167434
712	0.2999969509
713	0.299846664
714	0.2996756324
715	0.299571725
716	0.2994637259
717	0.2993447107
718	0.2992738214
719	0.299191292
720	0.2990514744
721	0.2989119529
722	0.2988400192
723	0.2987989609
724	0.2986276936
725	0.2985168112
726	0.2984384833
727	0.298350949
728	0.2981864439
729	0.2980723355
730	0.297914329
731	0.2978189596
732	0.2977614033
733	0.2976911594
734	0.2975359992
735	0.2974359988
736	0.2973606843
737	0.2972786193
738	0.297143428
739	0.297065225
740	0.2969633636
741	0.2967754446
742	0.2966357982
743	0.2964795747
744	0.296406141
745	0.2962570141
746	0.2961238483
747	0.2960444016
748	0.2959701514
749	0.295829143
750	0.295750896
751	0.2956603231
752	0.2955861715
753	0.2954921391
754	0.2953535176
755	0.2952567646
756	0.2950722203
757	0.2949440968
758	0.2948478859
759	0.2947353261
760	0.29459739
761	0.2944651657
762	0.2943013008
763	0.2941543883
764	0.2940541815
765	0.2939529932
766	0.2938602041
767	0.293668917
768	0.2935316256
769	0.2934546387
770	0.293331729
771	0.2931754678
772	0.2930953139
773	0.2930291768
774	0.2929611005
775	0.2928268728
776	0.2926950672
777	0.292566387
778	0.2924808791
779	0.2923934892
780	0.2922346267
781	0.2921257281
782	0.2920434957
783	0.2919759464
784	0.2918574926
785	0.2917496276
786	0.2916553343
787	0.291568952
788	0.291449786
789	0.291324817
790	0.2912273481
791	0.2910899121
792	0.2909354706
793	0.2908097257
794	0.2906693649
795	0.2905894798
796	0.2905322939
797	0.2903751481
798	0.2902365586
799	0.2901138195
800	0.2899817877
801	0.2899036256
802	0.2897905994
803	0.2896712134
804	0.2894425137
805	0.2893233015
806	0.2891834334
807	0.2891098604
808	0.2890189568
809	0.2888506861
810	0.2887517005
811	0.2885327821
812	0.2884656628
813	0.2883657386
814	0.2881814146
815	0.288080467
816	0.2879670041
817	0.2879099084
818	0.2878319296
819	0.2877535936
820	0.2875675805
821	0.2874709665
822	0.2873047531
823	0.2871771486
824	0.2870922634
825	0.2869534637
826	0.2867933244
827	0.2866772101
828	0.2865327276
829	0.2864044444
830	0.2863080605
831	0.2861569512
832	0.2860703758
833	0.2859846593
834	0.2858354417
835	0.2856968805
836	0.2855748232
837	0.2854388272
838	0.2853374004
839	0.2852084769
840	0.2851138076
841	0.2849793089
842	0.2848860414
843	0.28476704
844	0.284694162
845	0.2846396013
846	0.2845610116
847	0.2844708654
848	0.2844085556
849	0.2841898665
850	0.2841083761
851	0.2839823298
852	0.2839061529
853	0.2838710753
854	0.2837514524
855	0.2837279917
856	0.2836229909
857	0.2834547218
858	0.283364499
859	0.2832316128
860	0.2831435876
861	0.283038899
862	0.2828872959
863	0.2827814943
864	0.2827025733
865	0.2825978449
866	0.2825320402
867	0.2823754712
868	0.2822337283
869	0.2821385014
870	0.2820756042
871	0.281970598
872	0.2818788879
873	0.2817640799
874	0.2816540367
875	0.2815639146
876	0.2814892044
877	0.2814151892
878	0.2813065923
879	0.2811622105
880	0.2811202865
881	0.2810101096
882	0.280854971
883	0.2807680431
884	0.2806144172
885	0.2805428775
886	0.2804604742
887	0.2803084589
888	0.2801569914
889	0.2800694719
890	0.2799637819
891	0.2798446031
892	0.2796658172
893	0.2795786419
894	0.2794786725
895	0.2794060035
896	0.2793119573
897	0.2792141059
898	0.2791287124
899	0.2790219345
900	0.278916517
901	0.2788583379
902	0.2788145479
903	0.2786967187
904	0.278582491
905	0.2784986846
906	0.2784654532
907	0.2783677603
908	0.2783225437
909	0.2781840384
910	0.2781153611
911	0.2779751996
912	0.2778998641
913	0.2778195013
914	0.2776833317
915	0.2776059284
916	0.2774736107
917	0.2773567191
918	0.2772126488
919	0.2771342994
920	0.2770132489
921	0.276875495
922	0.2767829258
923	0.2767033014
924	0.2765558779
925	0.2764294323
926	0.276335704
927	0.2762587014
928	0.2761525254
929	0.2760002343
930	0.2758996536
931	0.2758532262
932	0.2757544782
933	0.275632328
934	0.2755492607
935	0.2754633334
936	0.275277641
937	0.2751645668
938	0.2750404431
939	0.2749482307
940	0.2748178035
941	0.274722962
942	0.274644544
943	0.2745992752
944	0.2745019247
945	0.2744016061
946	0.2743053483
947	0.2741794406
948	0.274084139
949	0.2740083691
950	0.2739501956
951	0.273833581
952	0.2737165272
953	0.2736036233
954	0.2734846119
955	0.2733705747
956	0.2732563481
957	0.2731003
958	0.2729862285
959	0.2729045986
960	0.2727776114
961	0.2727014151
962	0.2725669338
963	0.2724731332
964	0.2723884999
965	0.2722681902
966	0.2721184533
967	0.2719893915
968	0.2718252902
969	0.2717267563
970	0.2715830362
971	0.2714725039
972	0.2713158775
973	0.2712219188
974	0.271074369
975	0.2709678996
976	0.2708892
977	0.2707822022
978	0.2706926852
979	0.2706215506
980	0.2705662768
981	0.2705095144
982	0.2704280395
983	0.2703299847
984	0.2702109392
985	0.2700923111
986	0.2699996512
987	0.2699433014
988	0.2698679337
989	0.2697825892
990	0.2696903387
991	0.2696308699
992	0.269541605
993	0.2694974337
994	0.2693893518
995	0.2693297715
996	0.2692784829
997	0.2691781728
998	0.2691521971
999	0.2690948472
